Phrase,Sentiment
frustrated poor bad,Negative
successful happy excellent joyful,Positive
failure frustrated poor disappointing,Negative
weak failure poor disappointing,Negative
sufficient common regular,Neutral
disappointing bad,Negative
typical average adequate normal,Neutral
successful strong inspired joyful,Positive
good joyful creative,Positive
terrible failure,Negative
typical adequate regular standard,Neutral
sufficient usual regular normal,Neutral
horrible poor disappointing,Negative
regular normal basic typical,Neutral
regular typical,Neutral
weak bad frustrated poor,Negative
joyful successful inspired,Positive
excellent joyful successful good,Positive
basic regular normal typical,Neutral
successful happy wonderful,Positive
creative excellent happy good,Positive
poor sad horrible,Negative
disappointing terrible weak angry,Negative
successful brilliant strong,Positive
bad frustrated disappointing,Negative
weak poor disappointing frustrated,Negative
joyful brilliant inspired,Positive
creative joyful,Positive
regular common standard,Neutral
basic regular common standard,Neutral
bad poor frustrated,Negative
terrible frustrated,Negative
frustrated terrible sad weak,Negative
adequate basic,Neutral
usual adequate basic,Neutral
weak failure bad,Negative
poor sad frustrated weak,Negative
excellent good successful wonderful,Positive
common average,Neutral
bad weak frustrated failure,Negative
successful inspired,Positive
basic usual average normal,Neutral
happy creative strong,Positive
creative inspired brilliant wonderful,Positive
disappointing frustrated weak,Negative
good inspired excellent creative,Positive
disappointing horrible angry,Negative
common typical normal,Neutral
frustrated poor sad,Negative
terrible bad disappointing,Negative
sufficient average typical,Neutral
happy brilliant joyful,Positive
common sufficient typical average,Neutral
sufficient standard,Neutral
joyful successful,Positive
wonderful happy,Positive
happy good,Positive
common average adequate,Neutral
successful brilliant creative inspired,Positive
horrible poor sad frustrated,Negative
disappointing weak failure frustrated,Negative
strong inspired,Positive
poor terrible,Negative
usual sufficient,Neutral
failure disappointing,Negative
sufficient adequate,Neutral
common adequate regular,Neutral
happy strong inspired joyful,Positive
frustrated horrible poor disappointing,Negative
strong happy excellent creative,Positive
sufficient typical usual average,Neutral
brilliant strong good wonderful,Positive
strong inspired happy brilliant,Positive
inspired creative joyful,Positive
angry frustrated disappointing,Negative
creative brilliant successful inspired,Positive
sad bad poor angry,Negative
normal typical average,Neutral
weak sad bad horrible,Negative
basic regular normal,Neutral
standard regular basic,Neutral
regular common adequate,Neutral
disappointing horrible,Negative
failure terrible disappointing poor,Negative
common usual normal,Neutral
standard adequate basic,Neutral
adequate normal sufficient usual,Neutral
weak terrible disappointing poor,Negative
standard normal,Neutral
horrible sad,Negative
usual sufficient typical normal,Neutral
joyful wonderful inspired successful,Positive
basic average regular,Neutral
standard average typical,Neutral
strong excellent creative happy,Positive
basic typical regular sufficient,Neutral
basic typical adequate,Neutral
successful strong brilliant joyful,Positive
standard average typical normal,Neutral
successful strong creative,Positive
adequate sufficient,Neutral
regular adequate typical standard,Neutral
frustrated sad weak angry,Negative
sufficient regular,Neutral
normal standard common typical,Neutral
brilliant successful,Positive
common standard,Neutral
basic standard sufficient adequate,Neutral
joyful strong inspired,Positive
weak horrible terrible failure,Negative
wonderful creative strong happy,Positive
joyful creative brilliant,Positive
usual regular,Neutral
joyful excellent successful inspired,Positive
terrible failure,Negative
average standard,Neutral
poor angry,Negative
typical basic usual,Neutral
brilliant wonderful good strong,Positive
normal usual basic,Neutral
regular basic,Neutral
happy brilliant,Positive
sad failure poor,Negative
basic typical normal standard,Neutral
standard normal,Neutral
creative happy joyful strong,Positive
average typical usual,Neutral
typical average,Neutral
regular usual average common,Neutral
weak disappointing terrible frustrated,Negative
good wonderful,Positive
excellent happy strong brilliant,Positive
horrible weak sad,Negative
successful wonderful,Positive
successful creative,Positive
good excellent strong inspired,Positive
joyful successful,Positive
angry sad failure terrible,Negative
typical adequate average,Neutral
average basic standard,Neutral
strong successful joyful,Positive
successful strong,Positive
poor frustrated failure weak,Negative
good excellent,Positive
usual adequate normal standard,Neutral
bad horrible sad,Negative
strong excellent inspired wonderful,Positive
usual adequate basic sufficient,Neutral
basic adequate average typical,Neutral
inspired successful excellent,Positive
standard normal adequate typical,Neutral
adequate standard common,Neutral
adequate normal,Neutral
sad bad terrible weak,Negative
standard basic average sufficient,Neutral
sad frustrated poor failure,Negative
excellent inspired brilliant,Positive
average usual common sufficient,Neutral
disappointing frustrated,Negative
weak bad,Negative
bad disappointing failure,Negative
good joyful wonderful,Positive
brilliant successful excellent,Positive
weak bad,Negative
inspired good successful,Positive
poor bad disappointing,Negative
sufficient standard,Neutral
disappointing sad,Negative
basic standard,Neutral
average basic adequate,Neutral
average standard common,Neutral
good brilliant strong joyful,Positive
standard adequate normal regular,Neutral
weak horrible,Negative
joyful good happy wonderful,Positive
creative strong,Positive
inspired creative,Positive
basic typical usual,Neutral
failure angry sad,Negative
happy brilliant,Positive
good creative brilliant successful,Positive
happy good brilliant inspired,Positive
disappointing poor,Negative
usual standard average sufficient,Neutral
average typical usual basic,Neutral
common regular usual average,Neutral
failure disappointing angry terrible,Negative
normal sufficient,Neutral
normal adequate sufficient basic,Neutral
typical usual,Neutral
happy creative wonderful,Positive
inspired successful,Positive
standard usual regular typical,Neutral
normal typical,Neutral
poor sad,Negative
joyful inspired brilliant,Positive
terrible horrible,Negative
adequate typical usual,Neutral
normal adequate,Neutral
disappointing sad,Negative
basic normal,Neutral
weak horrible,Negative
bad disappointing terrible frustrated,Negative
standard sufficient,Neutral
failure horrible,Negative
adequate sufficient standard,Neutral
normal basic sufficient,Neutral
joyful successful strong,Positive
common sufficient,Neutral
standard average typical,Neutral
brilliant successful creative joyful,Positive
failure weak disappointing horrible,Negative
basic common standard,Neutral
usual normal sufficient average,Neutral
bad weak,Negative
sufficient regular typical,Neutral
disappointing frustrated,Negative
average adequate sufficient standard,Neutral
happy successful,Positive
creative successful wonderful good,Positive
strong good joyful successful,Positive
creative wonderful inspired,Positive
good strong,Positive
sad frustrated bad,Negative
inspired brilliant joyful,Positive
joyful successful strong inspired,Positive
sad frustrated poor,Negative
terrible frustrated bad,Negative
terrible sad poor,Negative
strong happy joyful,Positive
horrible disappointing poor frustrated,Negative
inspired good,Positive
angry bad,Negative
inspired excellent good,Positive
successful wonderful happy inspired,Positive
typical basic average normal,Neutral
bad terrible weak poor,Negative
disappointing horrible,Negative
wonderful creative,Positive
disappointing poor,Negative
joyful brilliant inspired wonderful,Positive
common standard average,Neutral
bad failure horrible frustrated,Negative
regular typical,Neutral
usual average regular,Neutral
successful good happy joyful,Positive
wonderful creative,Positive
typical adequate usual,Neutral
average regular standard,Neutral
creative strong,Positive
usual standard,Neutral
angry disappointing,Negative
poor angry failure bad,Negative
poor failure,Negative
brilliant good wonderful,Positive
average regular,Neutral
horrible failure sad,Negative
normal typical,Neutral
frustrated horrible poor,Negative
strong wonderful good excellent,Positive
angry failure disappointing,Negative
good excellent brilliant strong,Positive
usual average,Neutral
creative wonderful successful,Positive
strong brilliant inspired good,Positive
joyful wonderful,Positive
angry weak terrible disappointing,Negative
sad disappointing weak angry,Negative
common standard,Neutral
basic sufficient usual standard,Neutral
wonderful good successful joyful,Positive
creative strong inspired,Positive
common sufficient adequate typical,Neutral
basic regular,Neutral
